pod_id,company_id,company_name,person_id,person_name,person_title,person_type,pod_slot,pod_purpose,location,verification_status,public_profile_url,search_query_url,engagement_hook_id,engagement_level,priority_score,status,notes,last_updated
POD-C001-01,C001,JPMorgan Chase,,[Search: recruiter #1],,recruiter,recruiter_1,Talent acquisition outreach,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20talent%20acquisition%20OR%20recruiter%20Plano%20/%20Dallas,,3,85,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22talent%20acquisition%22%20OR%20recruiter%20Plano%20/%20Dallas,2026-07-06
POD-C001-02,C001,JPMorgan Chase,,[Search: recruiter #2],,recruiter,recruiter_2,Talent acquisition outreach,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20talent%20acquisition%20OR%20recruiter%20Plano%20/%20Dallas,,3,82,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22talent%20acquisition%22%20OR%20recruiter%20Plano%20/%20Dallas,2026-07-06
POD-C001-03,C001,JPMorgan Chase,,[Search: recruiter #3],,recruiter,recruiter_3,Talent acquisition outreach,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20talent%20acquisition%20OR%20recruiter%20Plano%20/%20Dallas,,3,79,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22talent%20acquisition%22%20OR%20recruiter%20Plano%20/%20Dallas,2026-07-06
POD-C001-04,C001,JPMorgan Chase,,[Search: hiring manager #1],,hiring_manager,hiring_manager_1,Hiring manager / team lead,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20engineering%20manager%20OR%20hiring%20manager%20Plano%20/%20Dallas,,5,80,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-05,C001,JPMorgan Chase,,[Search: hiring manager #2],,hiring_manager,hiring_manager_2,Hiring manager / team lead,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20engineering%20manager%20OR%20hiring%20manager%20Plano%20/%20Dallas,,5,77,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-06,C001,JPMorgan Chase,,[Search: hiring manager #3],,hiring_manager,hiring_manager_3,Hiring manager / team lead,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20engineering%20manager%20OR%20hiring%20manager%20Plano%20/%20Dallas,,5,74,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-07,C001,JPMorgan Chase,,[Search: peer similar role #1],,peer_similar_role,peer_similar_role_1,Peer in similar role family,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Plano%20/%20Dallas,,4,70,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-08,C001,JPMorgan Chase,,[Search: peer similar role #2],,peer_similar_role,peer_similar_role_2,Peer in similar role family,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Plano%20/%20Dallas,,4,67,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-09,C001,JPMorgan Chase,,[Search: peer similar role #3],,peer_similar_role,peer_similar_role_3,Peer in similar role family,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Plano%20/%20Dallas,,4,64,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-10,C001,JPMorgan Chase,,[Search: peer similar role #4],,peer_similar_role,peer_similar_role_4,Peer in similar role family,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Plano%20/%20Dallas,,4,61,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Plano%20/%20Dallas,2026-07-06
POD-C001-11,C001,JPMorgan Chase,,[Search: dfw local #1],,dfw_local,dfw_local_1,DFW-local technology contact,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20technology%20Plano%20/%20Dallas,,3,65,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20technology%20Plano%20/%20Dallas,2026-07-06
POD-C001-12,C001,JPMorgan Chase,,[Search: dfw local #2],,dfw_local,dfw_local_2,DFW-local technology contact,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20technology%20Plano%20/%20Dallas,,3,62,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20technology%20Plano%20/%20Dallas,2026-07-06
POD-C001-13,C001,JPMorgan Chase,,[Search: alumni connection #1],,alumni_connection,alumni_connection_1,UNT / alumni pathway,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20University%20of%20North%20Texas%20OR%20UNT%20alumni%20Plano%20/%20Dallas,,6,75,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22University%20of%20North%20Texas%22%20OR%20UNT%20alumni%20Plano%20/%20Dallas,2026-07-06
POD-C001-14,C001,JPMorgan Chase,,[Search: alumni connection #2],,alumni_connection,alumni_connection_2,UNT / alumni pathway,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20University%20of%20North%20Texas%20OR%20UNT%20alumni%20Plano%20/%20Dallas,,6,72,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22University%20of%20North%20Texas%22%20OR%20UNT%20alumni%20Plano%20/%20Dallas,2026-07-06
POD-C001-15,C001,JPMorgan Chase,,[Search: thought leader #1],,thought_leader,thought_leader_1,Technology thought leader,Plano / Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=JPMorgan%20Chase%20chief%20information%20OR%20head%20of%20technology%20Plano%20/%20Dallas,,2,55,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22JPMorgan%20Chase%22%20%22chief%20information%22%20OR%20%22head%20of%20technology%22%20Plano%20/%20Dallas,2026-07-06
POD-C002-01,C002,Goldman Sachs,,[Search: recruiter #1],,recruiter,recruiter_1,Talent acquisition outreach,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20talent%20acquisition%20OR%20recruiter%20Dallas,,3,85,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22talent%20acquisition%22%20OR%20recruiter%20Dallas,2026-07-06
POD-C002-02,C002,Goldman Sachs,,[Search: recruiter #2],,recruiter,recruiter_2,Talent acquisition outreach,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20talent%20acquisition%20OR%20recruiter%20Dallas,,3,82,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22talent%20acquisition%22%20OR%20recruiter%20Dallas,2026-07-06
POD-C002-03,C002,Goldman Sachs,,[Search: recruiter #3],,recruiter,recruiter_3,Talent acquisition outreach,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20talent%20acquisition%20OR%20recruiter%20Dallas,,3,79,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22talent%20acquisition%22%20OR%20recruiter%20Dallas,2026-07-06
POD-C002-04,C002,Goldman Sachs,,[Search: hiring manager #1],,hiring_manager,hiring_manager_1,Hiring manager / team lead,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20engineering%20manager%20OR%20hiring%20manager%20Dallas,,5,80,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Dallas,2026-07-06
POD-C002-05,C002,Goldman Sachs,,[Search: hiring manager #2],,hiring_manager,hiring_manager_2,Hiring manager / team lead,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20engineering%20manager%20OR%20hiring%20manager%20Dallas,,5,77,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Dallas,2026-07-06
POD-C002-06,C002,Goldman Sachs,,[Search: hiring manager #3],,hiring_manager,hiring_manager_3,Hiring manager / team lead,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20engineering%20manager%20OR%20hiring%20manager%20Dallas,,5,74,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Dallas,2026-07-06
POD-C002-07,C002,Goldman Sachs,,[Search: peer similar role #1],,peer_similar_role,peer_similar_role_1,Peer in similar role family,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Dallas,,4,70,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Dallas,2026-07-06
POD-C002-08,C002,Goldman Sachs,,[Search: peer similar role #2],,peer_similar_role,peer_similar_role_2,Peer in similar role family,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Dallas,,4,67,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Dallas,2026-07-06
POD-C002-09,C002,Goldman Sachs,,[Search: peer similar role #3],,peer_similar_role,peer_similar_role_3,Peer in similar role family,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Dallas,,4,64,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Dallas,2026-07-06
POD-C002-10,C002,Goldman Sachs,,[Search: peer similar role #4],,peer_similar_role,peer_similar_role_4,Peer in similar role family,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%20Dallas,,4,61,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22Cloud%20/%20Security%20/%20Data%20/%20AI%20/%20Analyst%22%20Dallas,2026-07-06
POD-C002-11,C002,Goldman Sachs,,[Search: dfw local #1],,dfw_local,dfw_local_1,DFW-local technology contact,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20technology%20Dallas,,3,65,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20technology%20Dallas,2026-07-06
POD-C002-12,C002,Goldman Sachs,,[Search: dfw local #2],,dfw_local,dfw_local_2,DFW-local technology contact,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20technology%20Dallas,,3,62,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20technology%20Dallas,2026-07-06
POD-C002-13,C002,Goldman Sachs,,[Search: alumni connection #1],,alumni_connection,alumni_connection_1,UNT / alumni pathway,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20University%20of%20North%20Texas%20OR%20UNT%20alumni%20Dallas,,6,75,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22University%20of%20North%20Texas%22%20OR%20UNT%20alumni%20Dallas,2026-07-06
POD-C002-14,C002,Goldman Sachs,,[Search: alumni connection #2],,alumni_connection,alumni_connection_2,UNT / alumni pathway,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20University%20of%20North%20Texas%20OR%20UNT%20alumni%20Dallas,,6,72,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22University%20of%20North%20Texas%22%20OR%20UNT%20alumni%20Dallas,2026-07-06
POD-C002-15,C002,Goldman Sachs,,[Search: thought leader #1],,thought_leader,thought_leader_1,Technology thought leader,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Goldman%20Sachs%20chief%20information%20OR%20head%20of%20technology%20Dallas,,2,55,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Goldman%20Sachs%22%20%22chief%20information%22%20OR%20%22head%20of%20technology%22%20Dallas,2026-07-06
POD-C003-01,C003,Bank of America,,[Search: recruiter #1],,recruiter,recruiter_1,Talent acquisition outreach,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Bank%20of%20America%20talent%20acquisition%20OR%20recruiter%20Dallas,,3,85,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Bank%20of%20America%22%20%22talent%20acquisition%22%20OR%20recruiter%20Dallas,2026-07-06
POD-C003-02,C003,Bank of America,,[Search: recruiter #2],,recruiter,recruiter_2,Talent acquisition outreach,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Bank%20of%20America%20talent%20acquisition%20OR%20recruiter%20Dallas,,3,82,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Bank%20of%20America%22%20%22talent%20acquisition%22%20OR%20recruiter%20Dallas,2026-07-06
POD-C003-03,C003,Bank of America,,[Search: recruiter #3],,recruiter,recruiter_3,Talent acquisition outreach,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Bank%20of%20America%20talent%20acquisition%20OR%20recruiter%20Dallas,,3,79,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Bank%20of%20America%22%20%22talent%20acquisition%22%20OR%20recruiter%20Dallas,2026-07-06
POD-C003-04,C003,Bank of America,,[Search: hiring manager #1],,hiring_manager,hiring_manager_1,Hiring manager / team lead,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Bank%20of%20America%20engineering%20manager%20OR%20hiring%20manager%20Dallas,,5,80,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Bank%20of%20America%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Dallas,2026-07-06
POD-C003-05,C003,Bank of America,,[Search: hiring manager #2],,hiring_manager,hiring_manager_2,Hiring manager / team lead,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Bank%20of%20America%20engineering%20manager%20OR%20hiring%20manager%20Dallas,,5,77,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Bank%20of%20America%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Dallas,2026-07-06
POD-C003-06,C003,Bank of America,,[Search: hiring manager #3],,hiring_manager,hiring_manager_3,Hiring manager / team lead,Dallas,placeholder,,https://www.linkedin.com/search/results/people/?keywords=Bank%20of%20America%20engineering%20manager%20OR%20hiring%20manager%20Dallas,,5,74,search_needed,Use search URL to find and verify contact. Google: https://www.google.com/search?q=%22Bank%20of%20America%22%20%22engineering%20manager%22%20OR%20%22hiring%20manager%22%20Dallas,2026-07-06
