job_id,company_id,company_name,title,location,role_cluster,priority_tier,business_problem,description,keywords_hint,status
J0040,C014,Accenture,Cloud Security Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,Enterprise transformation projects can match OPT candidates but may be location/client dependent.,"We are seeking a Cloud Security Analyst to support Enterprise transformation projects can match OPT candidates but may be location/client dependent.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0041,C014,Accenture,Cloud Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,data pipeline reliability and audit readiness,"Join our Cloud Analyst team driving data pipeline reliability and audit readiness. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0042,C014,Accenture,Cloud Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,risk management and operational data visibility,"The Cloud Analyst role addresses risk management and operational data visibility across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0043,C015,Cognizant,Operations Technology Analyst,DFW / Texas client sites,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,"High sponsor evidence; role quality varies by client and project, so validate real project before applying.","We are seeking a Operations Technology Analyst to support High sponsor evidence; role quality varies by client and project, so validate real project before applying.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0044,C015,Cognizant,Technology Analyst,DFW / Texas client sites,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,platform modernization and secure automation,"Join our Technology Analyst team driving platform modernization and secure automation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0045,C015,Cognizant,Cloud Analyst,DFW / Texas client sites,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,AI-driven workflow productivity and controls,"The Cloud Analyst role addresses AI-driven workflow productivity and controls across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0046,C016,Infosys,Operations Technology Analyst,Richardson / Texas client sites,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,"Strong sponsor history; must filter for real role, direct employment, and DFW relevance.","We are seeking a Operations Technology Analyst to support Strong sponsor history; must filter for real role, direct employment, and DFW relevance.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0047,C016,Infosys,Technology Analyst,Richardson / Texas client sites,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,data pipeline reliability and audit readiness,"Join our Technology Analyst team driving data pipeline reliability and audit readiness. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0048,C016,Infosys,Platform Engineer,Richardson / Texas client sites,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,cloud security monitoring and incident response,"The Platform Engineer role addresses cloud security monitoring and incident response across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0049,C017,Oracle,Cloud Analyst,Austin / Texas + cloud roles,Cloud / Security / Data / AI / Analyst,Tier 2 - strong sponsor / verify DFW,Strong sponsor signal and Texas HQ presence; DFW location may be less consistent.,"We are seeking a Cloud Analyst to support Strong sponsor signal and Texas HQ presence; DFW location may be less consistent.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0050,C017,Oracle,Platform Engineer,Austin / Texas + cloud roles,Cloud / Security / Data / AI / Analyst,Tier 2 - strong sponsor / verify DFW,AI automation governance and measurable outcomes,"Join our Platform Engineer team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0051,C018,Tesla,Data Analyst,Austin / North Texas optional,Cloud / Security / Data / AI / Analyst,Tier 2 - TX sponsor / DFW uncertain,Strong Texas sponsor evidence; DFW fit depends on role location.,"We are seeking a Data Analyst to support Strong Texas sponsor evidence; DFW fit depends on role location.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0052,C018,Tesla,Technology Risk Analyst,Austin / North Texas optional,Cloud / Security / Data / AI / Analyst,Tier 2 - TX sponsor / DFW uncertain,AI-driven workflow productivity and controls,"Join our Technology Risk Analyst team driving AI-driven workflow productivity and controls. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0053,C019,Hewlett Packard Enterprise,Cloud Analyst,Plano / Texas,Cloud / Security / Data / AI / Analyst,Tier 2 - strong sponsor / verify roles,HPE’s cloud/infrastructure business aligns well with cloud/security profile.,"We are seeking a Cloud Analyst to support HPE’s cloud/infrastructure business aligns well with cloud/security profile.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0054,C019,Hewlett Packard Enterprise,Data Analyst,Plano / Texas,Cloud / Security / Data / AI / Analyst,Tier 2 - strong sponsor / verify roles,AI automation governance and measurable outcomes,"Join our Data Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0055,C020,Dell Technologies / Dell USA / Dell Products,Data Engineer,Round Rock / Texas; DFW ecosystem,Cloud / Security / Data / AI / Analyst,Tier 2 - strong sponsor / TX,Strong sponsor evidence and enterprise infrastructure alignment; DFW not always primary.,"We are seeking a Data Engineer to support Strong sponsor evidence and enterprise infrastructure alignment; DFW not always primary.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0056,C020,Dell Technologies / Dell USA / Dell Products,Data Engineer,Round Rock / Texas; DFW ecosystem,Cloud / Security / Data / AI / Analyst,Tier 2 - strong sponsor / TX,risk management and operational data visibility,"Join our Data Engineer team driving risk management and operational data visibility. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0057,C021,Texas Instruments,Cloud Analyst,Dallas / Richardson,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,Semiconductor systems and manufacturing analytics fit data/security/IT paths.,"We are seeking a Cloud Analyst to support Semiconductor systems and manufacturing analytics fit data/security/IT paths.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0058,C021,Texas Instruments,AI Automation Analyst,Dallas / Richardson,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,technology risk controls and GRC evidence,"Join our AI Automation Analyst team driving technology risk controls and GRC evidence. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0059,C021,Texas Instruments,AI Automation Analyst,Dallas / Richardson,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,data pipeline reliability and audit readiness,"The AI Automation Analyst role addresses data pipeline reliability and audit readiness across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0060,C022,American Airlines,Cybersecurity Analyst,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,"Airline operations require real-time data, security, cloud, and enterprise systems.","We are seeking a Cybersecurity Analyst to support Airline operations require real-time data, security, cloud, and enterprise systems.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0061,C022,American Airlines,Business Systems Analyst,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,AI automation governance and measurable outcomes,"Join our Business Systems Analyst team driving AI automation governance and measurable outcomes. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0062,C022,American Airlines,Security Engineer,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,AI-driven workflow productivity and controls,"The Security Engineer role addresses AI-driven workflow productivity and controls across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0063,C023,Southwest Airlines,Technology Risk Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,Airline modernization and operations analytics support matching roles.,"We are seeking a Technology Risk Analyst to support Airline modernization and operations analytics support matching roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0064,C023,Southwest Airlines,Security Engineer,Dallas,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,enterprise IAM and zero-trust implementation,"Join our Security Engineer team driving enterprise IAM and zero-trust implementation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0065,C023,Southwest Airlines,Cloud Security Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,cloud security monitoring and incident response,"The Cloud Security Analyst role addresses cloud security monitoring and incident response across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0066,C024,McKesson,Data Analyst,Irving,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,"Healthcare supply chain and regulated systems create data, security, and compliance roles.","We are seeking a Data Analyst to support Healthcare supply chain and regulated systems create data, security, and compliance roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0067,C024,McKesson,Security Engineer,Irving,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,technology risk controls and GRC evidence,"Join our Security Engineer team driving technology risk controls and GRC evidence. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0068,C024,McKesson,Cybersecurity Analyst,Irving,Cloud / Security / Data / AI / Analyst,Tier 1 - attack first,data pipeline reliability and audit readiness,"The Cybersecurity Analyst role addresses data pipeline reliability and audit readiness across our DFW technology organization. Build automation scripts, maintain risk control evidence, support incident response, and deliver KPI dashboards. Must have Python, SQL, cloud security fundamentals, data analytics, and strong communication skills.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,applied
J0069,C025,CBRE,Business Systems Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,PropTech and enterprise operations need analytics/platform/security support.,"We are seeking a Business Systems Analyst to support PropTech and enterprise operations need analytics/platform/security support.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0070,C025,CBRE,Operations Technology Analyst,Dallas,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,platform modernization and secure automation,"Join our Operations Technology Analyst team driving platform modernization and secure automation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0071,C026,Lockheed Martin,Cloud Security Analyst,Fort Worth / Grand Prairie,Cloud / Security / Data / AI / Analyst,Tier 2 - strong DFW / sponsorship constraints,"Strong DFW role base, but many roles require citizenship/clearance; filter aggressively.","We are seeking a Cloud Security Analyst to support Strong DFW role base, but many roles require citizenship/clearance; filter aggressively.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0072,C026,Lockheed Martin,Business Systems Analyst,Fort Worth / Grand Prairie,Cloud / Security / Data / AI / Analyst,Tier 2 - strong DFW / sponsorship constraints,platform modernization and secure automation,"Join our Business Systems Analyst team driving platform modernization and secure automation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0073,C027,Raytheon / RTX,Data Engineer,McKinney / Richardson,Cloud / Security / Data / AI / Analyst,Tier 2 - strong DFW / sponsorship constraints,"DFW aerospace/defense systems roles exist, but citizenship restrictions can create noise.","We are seeking a Data Engineer to support DFW aerospace/defense systems roles exist, but citizenship restrictions can create noise.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0074,C027,Raytheon / RTX,Technology Analyst,McKinney / Richardson,Cloud / Security / Data / AI / Analyst,Tier 2 - strong DFW / sponsorship constraints,data pipeline reliability and audit readiness,"Join our Technology Analyst team driving data pipeline reliability and audit readiness. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0075,C028,BNSF Railway,Platform Engineer,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,"Logistics and rail operations need data, security, and enterprise systems.","We are seeking a Platform Engineer to support Logistics and rail operations need data, security, and enterprise systems.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0076,C028,BNSF Railway,Business Systems Analyst,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,technology risk controls and GRC evidence,"Join our Business Systems Analyst team driving technology risk controls and GRC evidence. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,contacted
J0077,C029,GM Financial,Cloud Analyst,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,"Financial services and auto lending drive risk, data, and platform roles.","We are seeking a Cloud Analyst to support Financial services and auto lending drive risk, data, and platform roles.. Responsibilities include building data pipelines with Python and SQL, implementing IAM controls, monitoring with SIEM/Splunk, and automating workflows. Required: Python, SQL, cloud platforms (AWS/Azure/GCP), Kubernetes, Docker, Terraform, Agile/Jira, risk controls, AI automation, incident response. Preferred: experience with data analytics dashboards and stakeholder communication.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
J0078,C029,GM Financial,Platform Engineer,Fort Worth,Cloud / Security / Data / AI / Analyst,Tier 2 - DFW HQ / verify sponsorship,platform modernization and secure automation,"Join our Platform Engineer team driving platform modernization and secure automation. You will analyze operational data, design secure cloud architectures, tune SIEM detections, and partner with engineering on platform modernization. Skills: Python, SQL, IAM, SIEM, Splunk, Kubernetes, Docker, Terraform, data pipelines, AI automation, incident response, Agile delivery, business analysis.",Python; SQL; AWS/Azure/GCP; IAM; SIEM; Splunk; Kubernetes; Docker; Terraform; Agile; Jira; risk controls; data pipelines; AI automation; incident response,open
